fold,path,TRUE,path,lat,lon,TRUE
2,/content/0310_post_folder/0310_post_folder/folder_0/524193013202003_vs_9025450897489344(0)/9025450897489344_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/524193013202003_vs_9025450897489344(0)/9025450897489344_2024.png,29.4407982,-83.28762174,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/555276583366792_vs_909392631238159(0)/909392631238159_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/555276583366792_vs_909392631238159(0)/909392631238159_2024.png,29.43806055,-83.29038441,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/560211482853228_vs_1167976464268858(0)/1167976464268858_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/560211482853228_vs_1167976464268858(0)/1167976464268858_2024.png,29.43702341,-83.29456329,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/565683892291534_vs_1285447919558951(0)/1285447919558951_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/565683892291534_vs_1285447919558951(0)/1285447919558951_2024.png,29.43855109,-83.29054534,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/568417378670802_vs_894851369257636(0)/894851369257636_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/568417378670802_vs_894851369257636(0)/894851369257636_2024.png,29.44402627,-83.28400612,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/574865831338810_vs_848313703953638(0)/848313703953638_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/574865831338810_vs_848313703953638(0)/848313703953638_2024.png,29.4396583,-83.28785777,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/577422164409710_vs_1187644759011370(0)/1187644759011370_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/577422164409710_vs_1187644759011370(0)/1187644759011370_2024.png,29.44287707,-83.28497708,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/577537427727040_vs_1067629335366119(0)/1067629335366119_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/577537427727040_vs_1067629335366119(0)/1067629335366119_2024.png,29.44033103,-83.28718722,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/580361170774522_vs_1893055171188892(0)/1893055171188892_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/580361170774522_vs_1893055171188892(0)/1893055171188892_2024.png,29.44402627,-83.28405976,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/581891377298011_vs_2140966739638665(0)/2140966739638665_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/581891377298011_vs_2140966739638665(0)/2140966739638665_2024.png,29.43975641,-83.28536868,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/582977447384097_vs_1553127391972687(0)/1553127391972687_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/582977447384097_vs_1553127391972687(0)/1553127391972687_2024.png,29.44100842,-83.2874769,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/585970810186760_vs_1189173378811250(0)/1189173378811250_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/585970810186760_vs_1189173378811250(0)/1189173378811250_2024.png,29.43977042,-83.28511119,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/588659653250559_vs_1061664232008070(0)/1061664232008070_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/588659653250559_vs_1061664232008070(0)/1061664232008070_2024.png,29.4408963,-83.28753054,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/594396779317959_vs_1258966995258630(0)/1258966995258630_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/594396779317959_vs_1258966995258630(0)/1258966995258630_2024.png,29.43911171,-83.2911998,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/596068652482690_vs_1479885032712496(0)/1479885032712496_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/596068652482690_vs_1479885032712496(0)/1479885032712496_2024.png,29.44034037,-83.28620017,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/597468865924174_vs_1083669029272258(0)/1083669029272258_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/597468865924174_vs_1083669029272258(0)/1083669029272258_2024.png,29.44033103,-83.28685999,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/598502569163656_vs_1704724266990857(0)/1704724266990857_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/598502569163656_vs_1704724266990857(0)/1704724266990857_2024.png,29.43909302,-83.29265356,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/598650688880875_vs_461920866894620(0)/461920866894620_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/598650688880875_vs_461920866894620(0)/461920866894620_2024.png,29.44033103,-83.28696728,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/598834425658856_vs_523543777284969(0)/523543777284969_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/598834425658856_vs_523543777284969(0)/523543777284969_2024.png,29.43970969,-83.29062045,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/600055722336468_vs_1264754021117747(0)/1264754021117747_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/600055722336468_vs_1264754021117747(0)/1264754021117747_2024.png,29.43853241,-83.29181671,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/601051988905565_vs_1505639016786410(0)/1505639016786410_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/601051988905565_vs_1505639016786410(0)/1505639016786410_2024.png,29.43975173,-83.28564227,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/601379375479169_vs_1259131918439252(0)/1259131918439252_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/601379375479169_vs_1259131918439252(0)/1259131918439252_2024.png,29.43919112,-83.29013765,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/601756115486536_vs_2005182719895655(0)/2005182719895655_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/601756115486536_vs_2005182719895655(0)/2005182719895655_2024.png,29.44326481,-83.28241289,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/6032807486819362_vs_905923291396542(1)/905923291396542_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6032807486819362_vs_905923291396542(1)/905923291396542_2024.png,29.44251269,-83.28207493,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/603837331686603_vs_8649493205107011(0)/8649493205107011_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/603837331686603_vs_8649493205107011(0)/8649493205107011_2024.png,29.44402627,-83.28344822,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/604062284990403_vs_1217888599488765(0)/1217888599488765_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/604062284990403_vs_1217888599488765(0)/1217888599488765_2024.png,29.43856978,-83.28990698,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/604088661888643_vs_2058675201254888(0)/2058675201254888_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/604088661888643_vs_2058675201254888(0)/2058675201254888_2024.png,29.44329751,-83.28250945,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/604137005222244_vs_1348787153195003(0)/1348787153195003_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/604137005222244_vs_1348787153195003(0)/1348787153195003_2024.png,29.44275561,-83.28208029,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/605509015117877_vs_1088017906171373(0)/1088017906171373_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/605509015117877_vs_1088017906171373(0)/1088017906171373_2024.png,29.43740183,-83.29159141,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/606648518328700_vs_552473267289261(0)/552473267289261_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/606648518328700_vs_552473267289261(0)/552473267289261_2024.png,29.43910703,-83.2916826,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/606864674694612_vs_514406961357750(0)/514406961357750_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/606864674694612_vs_514406961357750(0)/514406961357750_2024.png,29.43738781,-83.2955128,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/607822014847387_vs_1343173303352129(0)/1343173303352129_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/607822014847387_vs_1343173303352129(0)/1343173303352129_2024.png,29.43795777,-83.29308808,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/608386698163616_vs_1329096868252443(0)/1329096868252443_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/608386698163616_vs_1329096868252443(0)/1329096868252443_2024.png,29.43916309,-83.28689218,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/609062031421440_vs_1973124429802352(0)/1973124429802352_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/609062031421440_vs_1973124429802352(0)/1973124429802352_2024.png,29.44402627,-83.28356087,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/609632921343186_vs_942221914591276(0)/942221914591276_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/609632921343186_vs_942221914591276(0)/942221914591276_2024.png,29.44033103,-83.28540623,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/612089541056167_vs_2536388259905739(0)/2536388259905739_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/612089541056167_vs_2536388259905739(0)/2536388259905739_2024.png,29.43956486,-83.28786314,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/613944684154810_vs_1495103027809673(0)/1495103027809673_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/613944684154810_vs_1495103027809673(0)/1495103027809673_2024.png,29.44390481,-83.28255773,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/614287117267230_vs_1275994066761800(0)/1275994066761800_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/614287117267230_vs_1275994066761800(0)/1275994066761800_2024.png,29.44235385,-83.28183889,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/614982900803809_vs_499637286309856(0)/499637286309856_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/614982900803809_vs_499637286309856(0)/499637286309856_2024.png,29.44226042,-83.28371644,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/615354317419002_vs_522636167065394(0)/522636167065394_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/615354317419002_vs_522636167065394(0)/522636167065394_2024.png,29.43914441,-83.28764856,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/616932587129957_vs_4120107691647348(0)/4120107691647348_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/616932587129957_vs_4120107691647348(0)/4120107691647348_2024.png,29.44403095,-83.28531504,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/617015680321397_vs_1908443896311028(0)/1908443896311028_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/617015680321397_vs_1908443896311028(0)/1908443896311028_2024.png,29.43891082,-83.28786314,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/617230330572616_vs_8334365020006370(0)/8334365020006370_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/617230330572616_vs_8334365020006370(0)/8334365020006370_2024.png,29.43930325,-83.28427434,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/617459683903049_vs_894419852207202(0)/894419852207202_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/617459683903049_vs_894419852207202(0)/894419852207202_2024.png,29.4406487,-83.28776658,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/618985903450637_vs_990333622864863(0)/990333622864863_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/618985903450637_vs_990333622864863(0)/990333622864863_2024.png,29.44109718,-83.28743935,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/620142156856508_vs_1808929312968712(0)/1808929312968712_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/620142156856508_vs_1808929312968712(0)/1808929312968712_2024.png,29.44028431,-83.28541696,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/620436063534074_vs_1900660563751744(0)/1900660563751744_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/620436063534074_vs_1900660563751744(0)/1900660563751744_2024.png,29.43730372,-83.29304516,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/620472180071938_vs_515336541431857(0)/515336541431857_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/620472180071938_vs_515336541431857(0)/515336541431857_2024.png,29.43711685,-83.29512119,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/620936186691904_vs_3874728772816730(0)/3874728772816730_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/620936186691904_vs_3874728772816730(0)/3874728772816730_2024.png,29.44307795,-83.28707457,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/621027316841982_vs_918542086837421(0)/918542086837421_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/621027316841982_vs_918542086837421(0)/918542086837421_2024.png,29.43995729,-83.29014838,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/621263023497273_vs_2332991583700408(0)/2332991583700408_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/621263023497273_vs_2332991583700408(0)/2332991583700408_2024.png,29.43882673,-83.29146266,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/621407543448916_vs_1531215094165789(0)/1531215094165789_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/621407543448916_vs_1531215094165789(0)/1531215094165789_2024.png,29.43925653,-83.28921497,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/622080616750367_vs_1724062051702378(0)/1724062051702378_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/622080616750367_vs_1724062051702378(0)/1724062051702378_2024.png,29.43917244,-83.2868439,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/622370870021610_vs_1254444882353652(0)/1254444882353652_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/622370870021610_vs_1254444882353652(0)/1254444882353652_2024.png,29.44289576,-83.28712821,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/622591173336600_vs_1596359257984700(0)/1596359257984700_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/622591173336600_vs_1596359257984700(0)/1596359257984700_2024.png,29.44308729,-83.28886628,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/624471973154049_vs_559152043455485(0)/559152043455485_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/624471973154049_vs_559152043455485(0)/559152043455485_2024.png,29.4425594,-83.28208566,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/625256936264975_vs_445706831367385(0)/445706831367385_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/625256936264975_vs_445706831367385(0)/445706831367385_2024.png,29.43871461,-83.28785241,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/627030886285554_vs_1732372267531664(0)/1732372267531664_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/627030886285554_vs_1732372267531664(0)/1732372267531664_2024.png,29.43915375,-83.28780413,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/627346362861257_vs_1807007470060970(0)/1807007470060970_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/627346362861257_vs_1807007470060970(0)/1807007470060970_2024.png,29.43973305,-83.28869998,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/627521669527161_vs_420799727716102(0)/420799727716102_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/627521669527161_vs_420799727716102(0)/420799727716102_2024.png,29.43973305,-83.29018593,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/628600785765346_vs_1593089191306713(0)/1593089191306713_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/628600785765346_vs_1593089191306713(0)/1593089191306713_2024.png,29.44343766,-83.28718722,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/628837302667450_vs_1297033434983104(0)/1297033434983104_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/628837302667450_vs_1297033434983104(0)/1297033434983104_2024.png,29.44362919,-83.28260064,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/629228732683077_vs_409342598665863(0)/409342598665863_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/629228732683077_vs_409342598665863(0)/409342598665863_2024.png,29.43914908,-83.28732133,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/629380545967368_vs_27475370312077111(0)/27475370312077111_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/629380545967368_vs_27475370312077111(0)/27475370312077111_2024.png,29.44012547,-83.28828692,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/631013245842438_vs_539511275324875(0)/539511275324875_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/631013245842438_vs_539511275324875(0)/539511275324875_2024.png,29.4399713,-83.29312027,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/631187385500914_vs_414501065025361(0)/414501065025361_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/631187385500914_vs_414501065025361(0)/414501065025361_2024.png,29.44237721,-83.28146338,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/631289692318977_vs_1062338932135075(0)/1062338932135075_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/631289692318977_vs_1062338932135075(0)/1062338932135075_2024.png,29.43910703,-83.29184353,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/6318546554938660_vs_560779103154553(1)/560779103154553_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6318546554938660_vs_560779103154553(1)/560779103154553_2024.png,29.44238655,-83.28168333,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/634926958771054_vs_1272122223962314(0)/1272122223962314_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/634926958771054_vs_1272122223962314(0)/1272122223962314_2024.png,29.43802785,-83.29042196,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/636622818537105_vs_872220564629264(0)/872220564629264_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/636622818537105_vs_872220564629264(0)/872220564629264_2024.png,29.43962093,-83.28786314,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/637337351827777_vs_1182530279501543(0)/1182530279501543_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/637337351827777_vs_1182530279501543(0)/1182530279501543_2024.png,29.43981714,-83.29013765,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/640520588175981_vs_2721235661371871(0)/2721235661371871_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/640520588175981_vs_2721235661371871(0)/2721235661371871_2024.png,29.44391416,-83.28692973,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/642199298010145_vs_1218240882778509(0)/1218240882778509_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/642199298010145_vs_1218240882778509(0)/1218240882778509_2024.png,29.4381026,-83.28785241,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/643981411189144_vs_1020438433213948(0)/1020438433213948_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/643981411189144_vs_1020438433213948(0)/1020438433213948_2024.png,29.43876132,-83.28785777,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/645329650690340_vs_900301894889245(0)/900301894889245_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/645329650690340_vs_900301894889245(0)/900301894889245_2024.png,29.44324145,-83.28231096,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/645770157524543_vs_1469965050378530(0)/1469965050378530_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/645770157524543_vs_1469965050378530(0)/1469965050378530_2024.png,29.43976575,-83.2845962,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/647395500694625_vs_1274559647227463(0)/1274559647227463_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/647395500694625_vs_1274559647227463(0)/1274559647227463_2024.png,29.44268554,-83.28386128,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/647672854123874_vs_1065663501603159(0)/1065663501603159_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/647672854123874_vs_1065663501603159(0)/1065663501603159_2024.png,29.43859314,-83.29016447,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/6482979458458587_vs_901535295202415(3)/901535295202415_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6482979458458587_vs_901535295202415(3)/901535295202415_2024.png,29.44402627,-83.28339458,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/649479130614580_vs_551054104540360(0)/551054104540360_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/649479130614580_vs_551054104540360(0)/551054104540360_2024.png,29.43819136,-83.28786314,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/651533076745137_vs_535001149248623(0)/535001149248623_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/651533076745137_vs_535001149248623(0)/535001149248623_2024.png,29.44288641,-83.28486979,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/652683870152686_vs_3352468491551229(0)/3352468491551229_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/652683870152686_vs_3352468491551229(0)/3352468491551229_2024.png,29.43976575,-83.28481615,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/652992373504865_vs_1895904557880096(0)/1895904557880096_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/652992373504865_vs_1895904557880096(0)/1895904557880096_2024.png,29.43855576,-83.29121053,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/654902289939817_vs_1049419576723727(0)/1049419576723727_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/654902289939817_vs_1049419576723727(0)/1049419576723727_2024.png,29.43729905,-83.29309344,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/659998615848855_vs_509456485406941(0)/509456485406941_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/659998615848855_vs_509456485406941(0)/509456485406941_2024.png,29.43823808,-83.29146266,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/660151129418703_vs_548646587842235(0)/548646587842235_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/660151129418703_vs_548646587842235(0)/548646587842235_2024.png,29.44322277,-83.28225732,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/6606545362763969_vs_2008898519559508(3)/2008898519559508_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6606545362763969_vs_2008898519559508(3)/2008898519559508_2024.png,29.4440543,-83.2869029,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/660707616008568_vs_488568484180109(0)/488568484180109_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/660707616008568_vs_488568484180109(0)/488568484180109_2024.png,29.43914441,-83.28748763,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/661802649212887_vs_1908443896311028(0)/1908443896311028_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/661802649212887_vs_1908443896311028(0)/1908443896311028_2024.png,29.43891082,-83.28786314,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/6624729304250384_vs_1317510996074707(3)/1317510996074707_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6624729304250384_vs_1317510996074707(3)/1317510996074707_2024.png,29.43910236,-83.29357088,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/663952608785028_vs_1268352181184326(0)/1268352181184326_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/663952608785028_vs_1268352181184326(0)/1268352181184326_2024.png,29.4432508,-83.28236461,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/665142068894797_vs_1918534848625003(0)/1918534848625003_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/665142068894797_vs_1918534848625003(0)/1918534848625003_2024.png,29.43786434,-83.29061508,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/666596305533523_vs_412902721620879(0)/412902721620879_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/666596305533523_vs_412902721620879(0)/412902721620879_2024.png,29.43842963,-83.28784168,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/6666345616734470_vs_900301894889245(2)/900301894889245_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6666345616734470_vs_900301894889245(2)/900301894889245_2024.png,29.44324145,-83.28231096,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/666708192043954_vs_1063296792190588(0)/1063296792190588_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/666708192043954_vs_1063296792190588(0)/1063296792190588_2024.png,29.44332554,-83.28255773,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/6689036374475418_vs_1182591606143088(3)/1182591606143088_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6689036374475418_vs_1182591606143088(3)/1182591606143088_2024.png,29.44213429,-83.28362525,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/670392278483076_vs_511085638378656(0)/511085638378656_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/670392278483076_vs_511085638378656(0)/511085638378656_2024.png,29.43969567,-83.29337239,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/671579371668365_vs_1455929825086909(0)/1455929825086909_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/671579371668365_vs_1455929825086909(0)/1455929825086909_2024.png,29.4411439,-83.29086721,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/672556607844918_vs_1051829130065156(0)/1051829130065156_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/672556607844918_vs_1051829130065156(0)/1051829130065156_2024.png,29.43794843,-83.29361379,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/672836121145358_vs_866785878878011(0)/866785878878011_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/672836121145358_vs_866785878878011(0)/866785878878011_2024.png,29.44234918,-83.28375936,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/673097111386736_vs_349170838280340(0)/349170838280340_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/673097111386736_vs_349170838280340(0)/349170838280340_2024.png,29.4428397,-83.28709066,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/673905744767247_vs_1059485915676159(0)/1059485915676159_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/673905744767247_vs_1059485915676159(0)/1059485915676159_2024.png,29.44311999,-83.28934371,mild
2,/content/0310_post_folder/0310_post_folder/folder_0/674089697635723_vs_1253921785812865(0)/1253921785812865_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/674089697635723_vs_1253921785812865(0)/1253921785812865_2024.png,29.44247064,-83.28205884,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/674883958022246_vs_2315248368814601(0)/2315248368814601_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/674883958022246_vs_2315248368814601(0)/2315248368814601_2024.png,29.43736913,-83.29226196,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/674958011207787_vs_923590759823075(0)/923590759823075_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/674958011207787_vs_923590759823075(0)/923590759823075_2024.png,29.44374131,-83.28955829,mild
1,/content/0310_post_folder/0310_post_folder/folder_0/6754831127887125_vs_1207247753732143(3)/1207247753732143_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/6754831127887125_vs_1207247753732143(3)/1207247753732143_2024.png,29.44374598,-83.28907549,mild
3,/content/0310_post_folder/0310_post_folder/folder_0/675614721109947_vs_883146483773691(0)/883146483773691_2024.png,mild,/content/0310_post_folder/0310_post_folder/folder_0/675614721109947_vs_883146483773691(0)/883146483773691_2024.png,29.43885943,-83.28785777,mild
